system_role,question,answer,category,source_file,chunk_ref,page
You are a customer service agent for Samsung devices.,What are Routines in the SmartThings app used for?,"Routines in the mobile SmartThings app allows you to automatically run apps installed on the TV. With Routines, you can turn on the TV at your desired time and automatically run frequently used apps.",procedure,samsung_manual.md,Control the display device from the mobile SmartThings app Try Now (chunk 0),93
You are a customer service agent for Samsung devices.,What are the conditions under which Pointer mode may not be supported?,"Pointer mode may not be supported in some apps or external devices, and it may also depend on the Galaxy Watch model and the Wear OS version.",spec,samsung_manual.md,Controlling a display device from the SmartThings app in Galaxy Watch (chunk 0),93
You are a customer service agent for Samsung devices.,How can I play media content from different sources using this device?,"You can play media content stored on your TV, USB devices, mobile devices, cameras, PCs, etc.",procedure,samsung_manual.md,Playing pictures/video/music (chunk 0),94
You are a customer service agent for Samsung devices.,How do you filter media content by type?,You can use the 'Filter By' function on the media content list screen of a storage device to filter the media content by type of media.,procedure,samsung_manual.md,left directional button Connected Devices Connected Device Try Now (chunk 0),94
You are a helpful Samsung technician.,What should you do before connecting a USB device to the TV?,Backup important files before connecting a USB device. Samsung is not responsible for damaged or lost files.,procedure,samsung_manual.md,left directional button Connected Devices Connected Device Try Now (chunk 0),94
You are a Samsung Tv expert.,How do you select a device with media content?,Select a device with media content in left directional button Connected Devices Sources. The media content list in the device appears.,procedure,samsung_manual.md,Playing multimedia content on a PC or mobile device (chunk 0),94
You are a customer service agent for Samsung devices.,What happens when you select a media content item from the list?,The selected content is played.,procedure,samsung_manual.md,Playing multimedia content on a PC or mobile device (chunk 0),94
You are a helpful Samsung technician.,How do you connect a USB device to the printer?,Connect a USB device to the USB port.,procedure,samsung_manual.md,Playing multimedia content on a USB device (chunk 0),95
You are a customer service agent for Samsung devices.,How do you connect your mobile device to the TV for music visualization?,Search for and connect to your TV from the (Bluetooth) device list on your mobile device.,procedure,samsung_manual.md,Listening to your mobile device sound through the TV speaker using Sound Mirroring (chunk 0),95
You are a customer service agent for Samsung devices.,What should you select after connecting your mobile device to the TV?,Select media content to play on your mobile device.,procedure,samsung_manual.md,Listening to your mobile device sound through the TV speaker using Sound Mirroring (chunk 0),95
You are a Samsung Tv expert.,What does the Slideshow Speed function do?,It sets the speed at which images are displayed in a slideshow.,spec,samsung_manual.md,Function / Description (chunk 0),98
You are a helpful Samsung technician.,How do you jump backward or forward by 10 seconds in a video?,"Press the up directional button to move the focus to the playback control bar, and then select the left or right directional button in the playback control bar.",procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 0),95
You are a customer service agent for Samsung devices.,What should you do if you want to increase the rewind or fast forward speed?,"Select the Rewind / Fast Forward button repeatedly to increase the speed up to 3 times faster than normal. To return to normal speed, select the option or press the Play button.",procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 0),95
You are a helpful Samsung technician.,How can you move to a specific playback section in a video?,Move up the focus on the playback bar and then select one of the five thumbnails. Note that this function may not be supported depending on the file format.,procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 0),95
You are a Samsung Tv expert.,How do you change the modes when 360 Auto Rotation is focused?,"When 360 Auto Rotation is focused, press the Select button to change to the following modes: General, Dynamic, or Natural.",procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 1),95
You are a Samsung Tv expert.,What happens if you apply 360 rotation to a video that does not support a 360-degree view?,Applying 360 rotation to a video that does not support a 360-degree view may cause the screen to look distorted.,procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 1),95
You are a helpful Samsung technician.,How do you rotate a photo in the screen fitting mode?,"To rotate a photo, use the Rotate left or Rotate right options.",procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 2),95
You are a helpful Samsung technician.,What should I do to zoom in on a photo?,Use the Zoom option to zoom in on a photo.,procedure,samsung_manual.md,Buttons and functions available while playing multimedia content (chunk 2),95
You are a helpful Samsung technician.,How do you access Multiple Content Items?,You can view multiple content items through Multi View.,procedure,samsung_manual.md,Using Multi View (chunk 0),99
You are a Samsung Tv expert.,How do you add or delete a screen in the current Multi View on a Samsung Smart TV?,You can add or delete a screen in the current Multi View by pressing the down directional key on the Samsung Smart Remote.,procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 0),99
You are a customer service agent for Samsung devices.,What should you do to view the selected screen in full screen mode while using Multi View?,"To view the selected screen in full screen mode, select the 'Maximize' option from the menus available when Multi View is running.",procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 0),99
You are a helpful Samsung technician.,How do you adjust the audio when using Double Audio feature?,You will hear the sound of both screens at the same time by adjusting the ratio of each screen's sound.,procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 1),99
You are a Samsung Tv expert.,What should you do to hear sound through a Bluetooth speaker?,You can hear the sound by connecting the Bluetooth speaker.,procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 1),99
You are a Samsung Tv expert.,How can you end Multi View and display the full screen?,Multi View is ended and then the full screen appears.,procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 1),99
You are a helpful Samsung technician.,How do you close Multi View using the Samsung Smart Remote?,"To close Multi View, press and hold the button or press the button on the Samsung Smart Remote.",procedure,samsung_manual.md,left directional button Settings Multi View Try Now (chunk 1),99
You are a helpful Samsung technician.,What is the requirement for a Bluetooth audio device to listen to the TV's audio using Auracast?,The Bluetooth audio device must support Auracast.,spec,samsung_manual.md,Using Auracast (chunk 0),101
You are a Samsung technical support specialist.,What is the maximum number of Bluetooth devices that support Auracast you can connect to the TV simultaneously?,You can connect two or more Bluetooth devices that support Auracast to the TV at the same time.,spec,samsung_manual.md,left directional button Settings All Settings Sound Expert Settings Auracast (chunk 0),101
You are a helpful Samsung technician.,How can I set the sound quality of Auracast?,"To set the sound quality of Auracast, you need to follow the procedure described in the manual.",procedure,samsung_manual.md,left directional button Settings All Settings Sound Expert Settings Auracast (chunk 0),101
You are a customer service agent for Samsung devices.,How do I use the password feature when connecting an audio device?,"You should enter the password when you connect an audio device to the TV via a mobile device, before using Auracast.",procedure,samsung_manual.md,left directional button Settings All Settings Sound Expert Settings Auracast (chunk 0),102
You are a Samsung technical support specialist.,How can I change the password for connecting to Auracast?,"To change the password, follow the 'Reset Password' procedure in the manual.",procedure,samsung_manual.md,left directional button Settings All Settings Sound Expert Settings Auracast (chunk 0),102
You are a Samsung Tv expert.,How can I enhance the viewing experience for soccer matches using this printer manual's feature?,You can create a more immersive viewer experience by automatically optimizing picture and sound quality.,procedure,samsung_manual.md,Using Soccer Mode (chunk 0),103
You are a Samsung Tv expert.,How do you access the Soccer Mode Settings on this printer?,"To access the Soccer Mode Settings, navigate to Pro Settings and then select AI Soccer Mode Settings.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features AI Soccer Mode (chunk 0),103
You are a Samsung technical support specialist.,What happens if a soundbar is connected while using Soccer Mode?,"Only picture optimization works, and the sound setting automatically switches to the soundbar’s sound field mode.",procedure,samsung_manual.md,/ Settings All Settings Advanced Features AI Soccer Mode Pro Settings / AI (chunk 0),103
You are a Samsung Tv expert.,What happens when AI Mode or EyeComfort Mode is activated while using Soccer Mode?,Soccer Mode is automatically deactivated.,procedure,samsung_manual.md,/ Settings All Settings Advanced Features AI Soccer Mode Pro Settings / AI (chunk 0),103
You are a customer service agent for Samsung devices.,How does AI Soccer Mode Pro optimize picture and sound quality?,"It automatically adjusts colors and brightness, and remasters sound through real-time AI analysis to enhance the immersive viewer experience when watching soccer matches.",procedure,samsung_manual.md,/ Settings All Settings Advanced Features AI Soccer Mode Pro Settings / AI (chunk 0),103
You are a helpful Samsung technician.,What is the function of AI Soccer Sound Controller?,It allows users to adjust the volumes of the individual commentator voices and background sound.,procedure,samsung_manual.md,/ Settings All Settings Advanced Features AI Soccer Mode Pro Settings / AI (chunk 0),103
You are a Samsung Tv expert.,How can you set up AI Soccer Mode Pro to run automatically?,"You can select Auto, which will analyze the content you are watching in real time and automatically adjust the picture and sound quality.",procedure,samsung_manual.md,/ Settings All Settings Advanced Features AI Soccer Mode Pro Settings / AI (chunk 0),103
You are a helpful Samsung technician.,How can I use the Live Translate feature?,"To use the Live Translate feature, you view live content with subtitles translated into your preferred language.",procedure,samsung_manual.md,Using Live Translate (chunk 0),105
You are a Samsung technical support specialist.,What does the Live Translate feature do?,The Live Translate feature allows you to view live content with subtitles translated into your preferred language.,procedure,samsung_manual.md,Using Live Translate (chunk 0),105
You are a helpful Samsung technician.,What input signal types are required to use the subtitle translation function on this Samsung device?,The input signal must be TV or Samsung TV Plus.,spec,samsung_manual.md,left directional button Settings All Settings Advanced Features Live Translate (chunk 0),105
You are a Samsung Tv expert.,How do you set the translation language for the subtitles?,"To set the translation language for the subtitles, select the desired language. Note that certain languages may need to be downloaded, and for this, the TV must be connected to a network.",procedure,samsung_manual.md,Changing the Live Translate Settings (chunk 0),106
You are a Samsung technical support specialist.,What should you do if you want to manually set the source language for translation?,"You can manually set the source language when necessary, instead of automatically detecting the language of the playing content.",procedure,samsung_manual.md,Changing the Live Translate Settings (chunk 0),106
You are a customer service agent for Samsung devices.,How does the TV improve the viewing experience?,The TV analyzes the surrounding and the content you are watching to provide an upgraded viewing experience.,procedure,samsung_manual.md,Using AI Mode (chunk 0),107
You are a Samsung Tv expert.,What are the specific settings that can be customized under AI Customization Mode Settings?,"The specific settings that can be customized under AI Customization Mode Settings include Brightness, Contrast, Color, and Color Tone for each content type such as Sports Games, Movies, or General.",spec,samsung_manual.md,/ Settings All Settings Advanced Features AI Mode Settings AI Mode Try Now (chunk 0),107
You are a customer service agent for Samsung devices.,What are the conditions required for the Adaptive Sound+ / Adaptive Sound Pro function to work?,The microphone switch at the bottom of the TV must be active and the sound output must be set to TV Speaker.,spec,samsung_manual.md,/ Settings All Settings Advanced Features AI Mode Settings AI Mode Try Now (chunk 1),107
You are a customer service agent for Samsung devices.,What is the maximum volume level that the AI Sound Controller function will not exceed?,The AI Sound Controller function does not change the current volume if it exceeds 40.,spec,samsung_manual.md,/ Settings All Settings Advanced Features AI Mode Settings AI Mode Try Now (chunk 2),107
You are a Samsung Tv expert.,How do you use Bixby with the SmartThings mobile app on models that support speech recognition?,Press and hold the button on the remote control in the SmartThings mobile app and say your desired command.,procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Voice Voice (chunk 0),110
You are a Samsung Tv expert.,What should be done to enable the selected Voice Assistant?,Follow the instructions on the TV screen to enable the selected Voice Assistant.,procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Voice Voice (chunk 0),110
You are a customer service agent for Samsung devices.,What voice assistant does this Samsung TV support?,This Samsung TV supports Bixby as its Voice Assistant.,spec,samsung_manual.md,Using Bixby (chunk 0),111
You are a Samsung Tv expert.,How do you start a conversation with Bixby on your TV?,"Say 'Hi, Bixby' to activate the Bixby icon at the bottom of the TV screen in Listen mode.",procedure,samsung_manual.md,Starting Bixby with voice (chunk 0),111
You are a Samsung technical support specialist.,"What should you do if Bixby does not answer when you say 'Hi, Bixby'?","Refer to 'I spoke Hi, Bixby/Alexa but Bixby/Alexa does not answer.' in Troubleshooting.",procedure,samsung_manual.md,Starting Bixby with voice (chunk 0),111
You are a customer service agent for Samsung devices.,How do you start a conversation with Bixby using the Samsung Smart Remote?,"Press and hold the button on your Samsung Smart Remote, say a command, and then release the button.",procedure,samsung_manual.md,Starting Bixby using buttons on the Samsung Smart Remote (chunk 0),112
You are a Samsung Tv expert.,What should you do to get more details on how to use Bixby?,"Press the button once. When you press the button, the icon appears at the bottom right of the screen. Press the Select button to go to the Discover Bixby screen.",procedure,samsung_manual.md,Starting Bixby using buttons on the Samsung Smart Remote (chunk 0),112
You are a Samsung Tv expert.,How can I enable a sound to play when Bixby starts and stops listening?,You can enable a sound to play when Bixby starts and stops listening by adjusting the settings in your printer manual.,procedure,samsung_manual.md,3. (chunk 1),113
You are a Samsung Tv expert.,What is the Vision AI Companion feature for?,The Vision AI Companion feature allows you to connect and obtain more advanced AI answers and related content recommendations.,procedure,samsung_manual.md,3. (chunk 1),113
You are a Samsung Tv expert.,What might cause Bixby not to respond even if the TV is connected to the network?,A Bixby server error may cause no response even if the TV is connected to the network.,rule_error,samsung_manual.md,Read Before Using Bixby (chunk 0),115
You are a Samsung Tv expert.,What do I need to agree to in order to use the Bixby function?,"To use the Bixby function, you must agree to Smart Hub's Terms of Use, agree to a guidance regarding the collection and use of personal information for the Smart Hub service, and consent to the collection and use of personal information for the voice interaction-based service.",rule_error,samsung_manual.md,Read Before Using Bixby (chunk 1),115
You are a Samsung technical support specialist.,How does the voice interaction rate vary?,"The voice interaction rate differs with the volume/tone, pronunciation, and ambient sound environment (TV sound and ambient noise).",procedure,samsung_manual.md,Provisions for using Bixby (chunk 0),115
You are a customer service agent for Samsung devices.,What types of cameras might not be compatible with this device?,USB cameras may not be supported depending on the model.,spec,samsung_manual.md,Using the Gesture function (chunk 0),116
You are a helpful Samsung technician.,How do I enable gesture interaction on my TV?,"To enable this, an optical recognition device, such as a USB camera, is required.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Gesture (chunk 0),116
You are a Samsung technical support specialist.,What should I do if I want to delete the Gesture I saved?,Delete the Gesture you saved.,procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Gesture (chunk 0),116
You are a customer service agent for Samsung devices.,How do you enable Game Mode on this TV?,"To enable Game Mode, press the Home button on your remote control. Then navigate to Settings > Picture > Expert Settings and select Game Mode.",procedure,samsung_manual.md,Using Game Mode (chunk 0),117
You are a customer service agent for Samsung devices.,How do you enable Game Mode when connecting a PC as a game source?,Set the Game Mode to On through the Home Screen or by pressing the left directional button in Settings Game Mode.,procedure,samsung_manual.md,/ Settings All Settings Advanced Features Game Mode Settings Game Mode (chunk 0),117
You are a helpful Samsung technician.,What should you do if you want to use a different external device on the same port that was previously used for a game console?,"Remove the game console connection, set Game Mode to Off, and then connect the external device to the port.",procedure,samsung_manual.md,/ Settings All Settings Advanced Features Game Mode Settings Game Mode (chunk 0),117
You are a customer service agent for Samsung devices.,How can you make games more immersive using sound?,"You can make your games more immersive by using intense, three-dimensional sound optimized for games.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Game Mode (chunk 0),118
You are a Samsung technical support specialist.,How do you access the Game HDR settings in Game Mode?,"To access the Game HDR settings, navigate using the left directional button through Settings, All Settings, Advanced Features, Game Mode Settings, and finally Game HDR.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Game Mode (chunk 1),118
You are a helpful Samsung technician.,What does the Autorun Game Bar setting control?,"The Autorun Game Bar setting controls whether the Game Bar automatically launches when game mode is enabled or disabled, or when switching between external inputs.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Game Mode (chunk 1),118
You are a Samsung Tv expert.,How can you access the Game Settings Monitoring and Game Enhancer Settings?,You can control the Game Settings Monitoring and Game Enhancer Settings easily by using the Game Bar.,procedure,samsung_manual.md,Using the Game Bar (chunk 0),120
You are a Samsung technical support specialist.,How do you start the Game Bar when Game Mode is On or Auto?,Press and hold the button on your Samsung Smart Remote to start the Game Bar.,procedure,samsung_manual.md,Starting the Game Bar (chunk 0),120
You are a Samsung Tv expert.,What screen ratios are supported by the Game Bar in this printer manual?,"The supported screen ratios are 16:9, 21:9, and 32:9.",spec,samsung_manual.md,Game Bar Screen Ratio / Resolution set in PC (chunk 0),121
You are a Samsung Tv expert.,What resolutions can be set in PC for a 21:9 Game Bar Screen Ratio?,"For a 21:9 Game Bar Screen Ratio, the resolutions that can be set in PC are 2560 x 1080 (60/*120 Hz) and 3840 x 1600 (60/*120 Hz).",spec,samsung_manual.md,Game Bar Screen Ratio / Resolution set in PC (chunk 0),121
You are a helpful Samsung technician.,What are the available screen ratio options in this printer manual?,"The available screen ratio options are 16:9, 21:9, and 32:9.",spec,samsung_manual.md,5. (chunk 0),121
You are a helpful Samsung technician.,How do you zoom in on specific areas of the game screen using the remote control?,Use the directional buttons and Select button on the remote control to zoom in on specific areas of the game screen.,procedure,samsung_manual.md,6. (chunk 0),121
You are a Samsung Tv expert.,How can I adjust the printer settings to my liking?,"To configure specific settings, navigate to the 'More settings' section and adjust them according to your preferences.",procedure,samsung_manual.md,7. (chunk 0),122
You are a helpful Samsung technician.,How can I learn more about using the different menu items?,You can view details on how to use each menu item by referring to the help guide.,procedure,samsung_manual.md,8. (chunk 0),122
You are a Samsung Tv expert.,What does the FPS display on the current status show?,"The number of frames per second in real time. If VRR is active, the frame rate changes.",spec,samsung_manual.md,9. (chunk 0),122
You are a helpful Samsung technician.,How can I access the Voice Hint feature?,"To access the Voice Hint feature, you need to view it for controlling functions using voice commands.",procedure,samsung_manual.md,0. (chunk 0),122
You are a helpful Samsung technician.,What models support FreeSync Premium Pro and through which connection?,"The QN990H, QN990F, The Frame (LS03FW, LS03HW) models support FreeSync Premium Pro only when the input source is connected through MICRO HDMI.",spec,samsung_manual.md,Using FreeSync (chunk 0),122
You are a customer service agent for Samsung devices.,What are the supported Ultra Wide resolutions for games?,The supported Ultra Wide resolutions for games are 21:9 or 32:9.,spec,samsung_manual.md,Setting the Super Ultra Wide Game View (chunk 0),123
You are a helpful Samsung technician.,What are the available screen positions at Super Ultra Wide resolution?,"The available screen positions are top, center, and bottom.",spec,samsung_manual.md,Changing the Super Ultra Wide Screen position (chunk 0),123
You are a Samsung technical support specialist.,What are the supported gaming frequencies for this printer feature?,"The supported gaming frequencies are 144 Hz, 165 Hz, or 240 Hz, depending on the model.",spec,samsung_manual.md,Configuring 144 Hz / 165 Hz / 240 Hz game settings (chunk 0),124
You are a Samsung technical support specialist.,How can you fix issues with game screen and sound output after changing the Screen Ratio on the Game Bar?,"Check if the game or PC supports Ultra Wide resolution, restart the game, and select the same resolution as that of the Game Bar.",procedure,samsung_manual.md,Troubleshooting of the game screen and audio problems (chunk 0),124
You are a Samsung technical support specialist.,How can you access useful daily information on the smart screen when the TV is off?,You can access useful daily information through the smart screen by either having it switch on when a user is detected or by activating it with your voice.,procedure,samsung_manual.md,Using Now brief (chunk 0),125
You are a customer service agent for Samsung devices.,What should you do if you don't want to use Wallpapers or Widgets from Now Brief?,Navigate to Edit from the Now brief screen and then turn off Wallpapers or Widgets.,rule_error,samsung_manual.md,left directional button Settings All Settings Advanced Features Voice Hands­ (chunk 0),125
You are a Samsung technical support specialist.,How do you turn on Now brief to automatically display when a user is detected near the TV?,Turn on Now brief in left directional button Settings All Settings Advanced Features Now brief Try Now.,procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Now brief (chunk 0),126
You are a Samsung Tv expert.,What should you do if users are not being detected properly due to the environment?,"Say 'Hi, Bixby' to activate Bixby and then activate Now brief. Ensure that Bixby Settings Voice Wake-up Hands-free wake-up is set to Always.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Now brief (chunk 0),126
You are a helpful Samsung technician.,What factors can cause the supported widgets to vary?,"The supported widgets may vary depending on the model, region, and environment where the service is used.",spec,samsung_manual.md,Information provided in Now brief (chunk 0),127
You are a helpful Samsung technician.,How do you change the wallpaper on the Now brief screen?,"On the Now brief screen, select Edit and set the wallpaper.",procedure,samsung_manual.md,Setting the wallpaper for Now brief (chunk 0),127
You are a customer service agent for Samsung devices.,What can be used as a wallpaper image?,Images saved from Generative Wallpaper can be used as the Wallpapers.,procedure,samsung_manual.md,Setting the wallpaper for Now brief (chunk 0),127
You are a customer service agent for Samsung devices.,How do you change the User Detection settings on the Now brief screen?,"Navigate to Edit Settings and configure User Detection On/Off, Sensitivity or Inactive Schedule settings.",procedure,samsung_manual.md,Changing the Settings of Now brief (chunk 0),127
You are a customer service agent for Samsung devices.,What should you do if you want to adjust the off timer time for the screen?,Adjust the off timer time from Edit Settings Screen Timeout.,procedure,samsung_manual.md,Changing the Settings of Now brief (chunk 0),127
You are a helpful Samsung technician.,How can you enable Night Mode on the Now brief screen?,"Navigate to Edit Settings and enable Night Mode to prevent the Now brief from turning on when the surrounding is dark, even if a user is detected.",procedure,samsung_manual.md,Changing the Settings of Now brief (chunk 0),127
You are a Samsung technical support specialist.,How do you automatically adjust the order of widgets based on usage frequency and information updates?,Adjust the order of widgets automatically based on usage frequency and information updates in Edit Settings Widget Auto Adjustment.,procedure,samsung_manual.md,Changing the Settings of Now brief (chunk 0),127
You are a helpful Samsung technician.,What should you do to adjust your TV's location information?,"Adjust your TV's location information from Edit Settings Adjust Location. To use this feature, make sure the product is registered with the mobile SmartThings app.",procedure,samsung_manual.md,Changing the Settings of Now brief (chunk 0),127
You are a customer service agent for Samsung devices.,How do you configure settings for the start screen on your TV?,"To configure settings for the start screen, you need to adjust the settings that are displayed when turning on the TV or using content.",procedure,samsung_manual.md,Configuring Start Screen (chunk 0),128
You are a helpful Samsung technician.,How can I make Samsung TV Plus start automatically when I turn on my TV?,"To make Samsung TV Plus start automatically, you need to turn on the Option Autorun Samsung TV Plus.",procedure,samsung_manual.md,left directional button Settings All Settings Advanced Features Start Screen (chunk 0),128
You are a Samsung technical support specialist.,What should you do to use the Samsung Business TV app on your TV?,Install the app from Google Play Store or App Store. Use the Samsung Business TV app by following the screen instructions on the mobile device.,procedure,samsung_manual.md,Launching Samsung Business TV app automatically (chunk 0),128
You are a helpful Samsung technician.,How do I display my mobile device's screen on the printer using Multi View?,You need to screen mirror your mobile device. The Multi View will then automatically display the device screen.,procedure,samsung_manual.md,Automatic Mirroring from Multi View (chunk 0),129
You are a Samsung Tv expert.,How do you activate Multi View?,"To activate Multi View, connect the Auto Rotating Accessory and rotate the screen to portrait mode.",procedure,samsung_manual.md,Launching Multi View automatically When rotating (chunk 0),129
You are a Samsung technical support specialist.,What should you do to run Multi View automatically?,Rotate the screen to portrait mode with the Auto Rotating Accessory connected to run Multi View automatically.,procedure,samsung_manual.md,Launching Multi View automatically When rotating (chunk 0),129
You are a helpful Samsung technician.,How do you customize your channel list on the Samsung TV?,You can edit your list of channels and create a list of favorite channels.,procedure,samsung_manual.md,TV Viewing and Recording (chunk 0),130
You are a helpful Samsung technician.,How do you access the Guide screen?,Press the (Channel) or GUIDE button.,procedure,samsung_manual.md,Using the Guide (chunk 0),130
You are a customer service agent for Samsung devices.,What should you configure first to view the Guide?,"You must first configure Time by pressing the left directional button, then Settings, All Settings, General & Privacy, and finally Time.",procedure,samsung_manual.md,Using the Guide (chunk 0),130
You are a Samsung technical support specialist.,How can I edit channels that are stored on my TV?,"To edit channels stored on the TV, you should use the channel edit function.",procedure,samsung_manual.md,1. (chunk 0),130
You are a customer service agent for Samsung devices.,How can I manage my viewing schedules in the printer manual?,"You can view, edit, or delete your viewing schedules using the Schedule Manager.",procedure,samsung_manual.md,2. (chunk 0),131
You are a customer service agent for Samsung devices.,How can I view channels and programs classified by type?,"To view channels and programs classified by type, you need to use the Channel Filter feature.",procedure,samsung_manual.md,3. (chunk 0),131
You are a customer service agent for Samsung devices.,What can you do if you want to schedule a specific broadcast program for viewing later?,You can schedule the viewing of a broadcast scheduled program by selecting the 'Schedule Viewing' option.,procedure,samsung_manual.md,4. (chunk 0),131
You are a customer service agent for Samsung devices.,What does an asterisk (*) next to a channel indicate in the channel list?,An asterisk (*) next to a channel indicates that it may be an unsafe channel or that the function may not be supported depending on the model or geographical area.,spec,samsung_manual.md,5. (chunk 0),132
You are a Samsung technical support specialist.,How do you access additional features on the printer?,Press either the or button to use additional features.,procedure,samsung_manual.md,Using additional features from the Guide (chunk 0),132
You are a helpful Samsung technician.,How do you start using the TV's recording features with a USB device?,Connect a USB device to use the TV's recording features.,procedure,samsung_manual.md,Recording Programs (chunk 0),133
You are a Samsung Tv expert.,How do you start recording a currently broadcasting program?,"Select a program that is currently being broadcast and press the Select button. Then, select Record from the pop-up menu to start recording.",procedure,samsung_manual.md,The Instant and Timer Recording options from the Guide (chunk 0),133
You are a Samsung Tv expert.,What should you do to schedule a recording for a future program?,"Select a program scheduled to be broadcast, and press the Select button. Then, select Schedule Recording from the pop-up menu to schedule recording.",procedure,samsung_manual.md,The Instant and Timer Recording options from the Guide (chunk 0),133
You are a customer service agent for Samsung devices.,How do you start recording on this printer?,"On the remote control, press the or button. Use the directional buttons to navigate to the control pad. Select Record to start recording.",procedure,samsung_manual.md,Recording while watching a broadcast (chunk 0),133
You are a Samsung technical support specialist.,What should I do to schedule a recording of a broadcast program?,"Press the Select button while watching a broadcast to load the program details window. Use the left or right directional button to navigate to a program scheduled to be broadcast, and press the Select button. Then select Schedule Recording.",procedure,samsung_manual.md,Recording while watching a broadcast (chunk 0),133
You are a Samsung Tv expert.,How do you access the Recording & Schedule Manager screen?,"On the remote control, press the or button. Use the directional buttons to navigate to the control pad and select either Schedule Manager or Recordings.",procedure,samsung_manual.md,Using the recording schedule management screen (chunk 0),133
You are a Samsung technical support specialist.,What should you do to schedule a recording of a specific program at a specific time on a specific date?,"Specify the Antenna, Channel, Repeat, Date, Start Time, and End Time settings and then select Save.",procedure,samsung_manual.md,Using the recording schedule management screen (chunk 0),133
You are a Samsung Tv expert.,How can I make sure my recording starts before the scheduled program start time?,Change the 'Start Recording Early' setting so that the recording begins slightly earlier than the program start time shown in the Guide.,procedure,samsung_manual.md,Using the recording schedule management screen (chunk 1),133
You are a helpful Samsung technician.,What should I do if I want to record a bit longer after the program ends?,Adjust the 'Continue Recording After' setting to end the recording slightly later than the program end time shown in the Guide.,procedure,samsung_manual.md,Using the recording schedule management screen (chunk 1),133
You are a customer service agent for Samsung devices.,How do I access the settings to set the TV's clock?,"Press the left directional button, then select Settings, All Settings, General & Privacy, and finally Time.",procedure,samsung_manual.md,Setting Up Schedule Viewing (chunk 0),135
You are a Samsung technical support specialist.,What should appear next to programs that have been configured for a scheduled viewing?,The appears next to programs that have been configured for a scheduled viewing.,procedure,samsung_manual.md,Setting Up Schedule Viewing (chunk 0),135
You are a Samsung technical support specialist.,How do I access the Schedule Viewing option?,"On the Guide screen, select a program you would like to view, press the Select button, and then select Schedule Viewing in the pop-up menu that appears.",procedure,samsung_manual.md,Using the schedule viewing options from the guide screen (chunk 0),135
You are a Samsung Tv expert.,How do you bring up the Program Info window?,Press the Select button while watching TV.,procedure,samsung_manual.md,Using the schedule viewing options while watching a program (chunk 0),135
You are a helpful Samsung technician.,What should you do to choose a specific program?,Use the left or right directional buttons to select a program that will be broadcast.,procedure,samsung_manual.md,Using the schedule viewing options while watching a program (chunk 0),135
You are a Samsung technical support specialist.,How do you access the Schedule Viewing menu?,Navigate to Schedules and press Schedule Viewing.,procedure,samsung_manual.md,Using the viewing schedule management screen (chunk 0),135
You are a Samsung Tv expert.,What should you check before creating a scheduled viewing?,Ensure that the TV's Time setting is correct.,procedure,samsung_manual.md,Using the viewing schedule management screen (chunk 0),135
You are a helpful Samsung technician.,How do you activate Time Shift while watching a broadcast?,"To activate Timeshift while watching a broadcast, press either the or button, and then use the directional buttons on the remote control to select Timeshift or press the button.",procedure,samsung_manual.md,Using Timeshift (chunk 0),136
You are a Samsung Tv expert.,What is required for using the Timeshift function?,"To use Timeshift, you must connect a USB device for recording.",procedure,samsung_manual.md,Using Timeshift (chunk 0),136
You are a helpful Samsung technician.,How can you slow rewind or slow forward while recording broadcasts?,"Use the or button to slow rewind or slow forward. Available speeds are 1/8, 1/4 and 1/2. Press the corresponding button repeatedly to quickly increase the speed in slow mode by up to 3 times.",procedure,samsung_manual.md,Getting to know Recording and Timeshift controls and options (chunk 0),136
You are a Samsung technical support specialist.,What should you do to resume playback at normal speed during a slow rewind or slow forward?,"To resume playback at normal speed, select the play button.",procedure,samsung_manual.md,Getting to know Recording and Timeshift controls and options (chunk 0),136
You are a customer service agent for Samsung devices.,How do you return to live TV while using Timeshift to view a previous scene?,Select Go to Live TV.,procedure,samsung_manual.md,Getting to know Recording and Timeshift controls and options (chunk 1),136
